# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 49K of event 'cycles:u'
# Event count (approx.): 494731310553
#
# Overhead  Command  Shared Object          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .....................  ....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  main     libc.so.6              [.] 0x000000000008f960
     0.01%  main     main                   [.] std::pair<int const, int>::pair<int const&, 0ul>
     0.01%  main     main                   [.] std::__niter_wrap<int*>
     0.01%  main     main                   [.] std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, 0ul>
     0.01%  main     main                   [.] std::__detail::_Prime_rehash_policy::_Prime_rehash_policy
     0.01%  main     main                   [.] std::__niter_base<int*>
     0.01%  main     main                   [.] std::move<std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl&>
     0.01%  main     main                   [.] std::__detail::_Prime_rehash_policy::_M_reset
     0.01%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> > >::_Hashtable_alloc
     0.01%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >, true>::_Hashtable_ebo_helper
     0.01%  main     libc.so.6              [.] 0x000000000008fcf4
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<int>::max_size
     0.01%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >
     0.01%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string@plt
     0.01%  main     libc.so.6              [.] 0x000000000008f9e4
     0.01%  main     libc.so.6              [.] 0x00000000000911dc
     0.01%  main     libc.so.6              [.] 0x00000000000911b8
     0.01%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string
     0.01%  main     main                   [.] std::__array_traits<unsigned int, 4ul>::_S_ptr
     0.01%  main     main                   [.] std::operator+<char, std::char_traits<char>, std::allocator<char> >
     0.01%  main     main                   [.] __gnu_cxx::__ops::_Val_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}>::_Val_comp_iter
     0.01%  main     main                   [.] std::_Hash_bytes@plt
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<int> >::construct<int, int&>
     0.01%  main     libc.so.6              [.] 0x000000000008fa1c
     0.01%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> > >::deallocate
     0.01%  main     main                   [.] std::_Tuple_impl<0ul, int const&>::_M_head
     0.01%  main     libstdc++.so.6.0.28    [.] malloc@plt
     0.01%  main     main                   [.] std::vector<int, std::allocator<int> >::vector
     0.01%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >
     0.01%  main     main                   [.] std::__detail::operator==<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true>
     0.01%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >, true>::~_Hashtable_ebo_helper
     0.01%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::empty
     0.01%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::clear
     0.01%  main     main                   [.] std::vector<int, std::allocator<int> >::_M_realloc_insert<int>
     0.01%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >
     0.01%  main     libstdc++.so.6.0.28    [.] free@plt
     0.01%  main     main                   [.] __gnu_cxx::__normal_iterator<segment*, std::vector<segment, std::allocator<segment> > >::base
     0.01%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_node_allocator
     0.01%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_Hashtable_alloc
     0.01%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin
     0.01%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=@plt
     0.01%  main     main                   [.] std::forward<segment>
     0.01%  main     main                   [.] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator
     0.01%  main     main                   [.] std::allocator_traits<std::allocator<segment> >::construct<segment, segment>
     0.01%  main     main                   [.] std::allocator<int>::allocator
     0.01%  main     main                   [.] std::vector<int, std::allocator<int> >::vector
     0.01%  main     libc.so.6              [.] 0x00000000000912e8
     0.01%  main     main                   [.] __gnu_cxx::__alloc_traits<std::allocator<segment>, segment>::_S_select_on_copy
     0.01%  main     main                   [.] __gnu_cxx::__aligned_buffer<std::pair<int const, int> >::_M_ptr
     0.01%  main     main                   [.] std::_Tuple_impl<0ul, int const&>::_Tuple_impl
     0.01%  main     libc.so.6              [.] 0x000000000008eac8
     0.01%  main     main                   [.] std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_M_head
     0.01%  main     [unknown]              [k] 0xffffd3e83490bf80
     0.01%  main     main                   [.] std::__detail::_Node_iterator_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true>::_M_incr
     0.01%  main     libstdc++.so.6.0.28    [.] std::locale::~locale
     0.01%  main     main                   [.] std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocator
     0.01%  main     main                   [.] std::operator!=<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >
     0.01%  main     main                   [.] std::move_iterator<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::operator++
     0.01%  main     main                   [.] std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>
     0.01%  main     main                   [.] __gnu_cxx::__normal_iterator<segment const*, std::vector<segment, std::allocator<segment> > >::operator*
     0.01%  main     main                   [.] std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator*
     0.00%  main     [unknown]              [k] 0xffffd3e833b10734
     0.00%  main     libc.so.6              [.] 0x000000000009dc84
     0.00%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append
     0.00%  main     libc.so.6              [.] 0x000000000008fd08
     0.00%  main     libc.so.6              [.] 0x000000000009dcac
     0.00%  main     libc.so.6              [.] 0x000000000008fae4
     0.00%  main     main                   [.] std::_Vector_base<segment, std::allocator<segment> >::_Vector_impl_data::_Vector_impl_data
     0.00%  main     libc.so.6              [.] 0x000000000009c090
     0.00%  main     libc.so.6              [.] 0x000000000008f9a0
     0.00%  main     main                   [.] std::forward<int&>
     0.00%  main     libc.so.6              [.] 0x000000000008f98c
     0.00%  main     main                   [.] std::vector<int, std::allocator<int> >::operator[]
     0.00%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::allocate
     0.00%  main     main                   [.] __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator+
     0.00%  main     main                   [.] __gnu_cxx::new_allocator<int>::deallocate
     0.00%  main     libc.so.6              [.] 0x00000000000916a4
     0.00%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>@plt
     0.00%  main     libc.so.6              [.] 0x000000000009c0b4
     0.00%  main     main                   [.] std::_Vector_base<segment, std::allocator<segment> >::_Vector_impl::_Vector_impl
     0.00%  main     libc.so.6              [.] 0x000000000009c05c
     0.00%  main     libc.so.6              [.] 0x000000000008fa0c
     0.00%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node
     0.00%  main     main                   [.] __gnu_cxx::__aligned_buffer<std::pair<int const, int> >::_M_addr
     0.00%  main     libc.so.6              [.] 0x000000000008f9c4
     0.00%  main     main                   [.] std::forward<int const&>
     0.00%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::size
     0.00%  main     main                   [.] __gnu_cxx::new_allocator<segment>::construct<segment, segment>
     0.00%  main     main                   [.] std::_Vector_base<segment, std::allocator<segment> >::_Vector_base
     0.00%  main     libc.so.6              [.] 0x000000000008eac4
     0.00%  main     main                   [.] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_M_deallocate_node_ptr
     0.00%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator
     0.00%  main     libc.so.6              [.] 0x000000000008eb18
     0.00%  main     libc.so.6              [.] 0x000000000008fa10
     0.00%  main     main                   [.] std::__detail::_Select1st::operator()<std::pair<int const, int> const&>
     0.00%  main     main                   [.] std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::unordered_map
     0.00%  main     main                   [.] __gnu_cxx::new_allocator<segment>::destroy<segment>
     0.00%  main     libc.so.6              [.] 0x000000000008faf0
     0.00%  main     main                   [.] std::__relocate_a_1<int, int>
     0.00%  main     main                   [.] __gnu_cxx::new_allocator<int>::construct<int, int>
     0.00%  main     main                   [.] std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code
     0.00%  main     main                   [.] std::__pair_get<0ul>::__const_get<int const, int>
     0.00%  main     libc.so.6              [.] 0x000000000008fb64
     0.00%  main     main                   [.] std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::find
     0.00%  main     libc.so.6              [.] 0x000000000008fcf8
     0.00%  main     main                   [.] std::move_iterator<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::operator*
     0.00%  main     main                   [.] std::vector<int, std::allocator<int> >::_M_realloc_insert<unsigned long>
     0.00%  main     main                   [.] PT::PT
     0.00%  main     main                   [.] segment::segment
     0.00%  main     libc.so.6              [.] 0x000000000008faec
     0.00%  main     main                   [.] std::__detail::_Hash_code_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::__detail::_Select1st, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_store_code
     0.00%  main     main                   [.] std::__detail::_Hash_node_base::_Hash_node_base
     0.00%  main     libc.so.6              [.] 0x000000000008fa04
     0.00%  main     main                   [.] std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::unordered_map
     0.00%  main     main                   [.] std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::end
     0.00%  main     main                   [.] std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, false, true>::_Node_iterator
     0.00%  main     main                   [.] std::_Vector_base<int, std::allocator<int> >::_Vector_base
     0.00%  main     libc.so.6              [.] 0x000000000008f9cc
     0.00%  main     main                   [.] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >
     0.00%  main     libc.so.6              [.] 0x000000000008f9b4
     0.00%  main     main                   [.] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >, true>::_Hashtable_ebo_helper
     0.00%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::empty@plt
     0.00%  main     main                   [.] std::vector<int, std::allocator<int> >::_S_do_relocate
     0.00%  main     main                   [.] std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >::allocator
     0.00%  main     main                   [.] std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_AllocNode
     0.00%  main     main                   [.] std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::operator++
     0.00%  main     libc.so.6              [.] 0x0000000000091084
     0.00%  main     libc.so.6              [.] 0x00000000000911a8
     0.00%  main     libc.so.6              [.] 0x0000000000090cd8
     0.00%  main     main                   [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_nothrow_relocate
     0.00%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str@plt
     0.00%  main     main                   [.] std::forward<PT>
     0.00%  main     libc.so.6              [.] 0x000000000009dc94
     0.00%  main     main                   [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[]
     0.00%  main     libc.so.6              [.] 0x000000000009133c
     0.00%  main     main                   [.] std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int, true>
     0.00%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append@plt
     0.00%  main     libc.so.6              [.] 0x000000000008f9f4
     0.00%  main     libc.so.6              [.] 0x000000000009c07c
     0.00%  main     main                   [.] std::__niter_wrap<__gnu_cxx::__normal_iterator<PT*, std::vector<PT, std::allocator<PT> > >, PT*>
     0.00%  main     libc.so.6              [.] 0x000000000008fd04
     0.00%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=
     0.00%  main     main                   [.] __gnu_cxx::__normal_iterator<PT*, std::vector<PT, std::allocator<PT> > >::operator+
     0.00%  main     main                   [.] std::__unguarded_partition<__gnu_cxx::__normal_iterator<PT*, std::vector<PT, std::allocator<PT> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(PT const&, PT const&)> >
     0.00%  main     main                   [.] __gnu_cxx::__ops::_Val_comp_iter<PriorityQueue::init()::{lambda(PT const&, PT const&)#1}>::operator()<PT, __gnu_cxx::__normal_iterator<PT*, std::vector<PT, std::allocator<PT> > > >
     0.00%  main     main                   [.] std::__move_median_to_first<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}> >
     0.00%  main     main                   [.] __gnu_cxx::operator-<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >
     0.00%  main     main                   [.] std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}> >
     0.00%  main     main                   [.] std::vector<PT, std::allocator<PT> >::_M_realloc_insert<PT&>
     0.00%  main     main                   [.] __gnu_cxx::__ops::__val_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}>
     0.00%  main     main                   [.] std::vector<int, std::allocator<int> >::_M_check_len
     0.00%  main     main                   [.] __gnu_cxx::__normal_iterator<PT const*, std::vector<PT, std::allocator<PT> > >::__normal_iterator<PT*>
     0.00%  main     libc.so.6              [.] clock_gettime
     0.00%  main     main                   [.] std::move<__gnu_cxx::__ops::_Iter_comp_iter<segment::order()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}>&>
     0.00%  main     libc.so.6              [.] 0x0000000000090de8
     0.00%  main     libc.so.6              [.] 0x000000000008f9ac
     0.00%  main     main                   [.] std::__relocate_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >
     0.00%  main     libc.so.6              [.] 0x000000000009dcb4
     0.00%  main     main                   [.] std::vector<PT, std::allocator<PT> >::emplace<PT>
     0.00%  main     libstdc++.so.6.0.28    [.] std::istream::sentry::sentry@plt
     0.00%  main     libc.so.6              [.] 0x000000000009c0e8
     0.00%  main     main                   [.] std::__addressof<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, true> >
     0.00%  main     main                   [.] std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size
     0.00%  main     main                   [.] std::vector<PT, std::allocator<PT> >::_M_insert_aux<PT>
     0.00%  main     main                   [.] std::forward<std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >
     0.00%  main     libc.so.6              [.] 0x000000000009dca8
     0.00%  main     libc.so.6              [.] 0x0000000000090df8
     0.00%  main     main                   [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>
     0.00%  main     libc.so.6              [.] 0x000000000008eb60
     0.00%  main     main                   [.] std::forward<std::pair<int const, int> const&>
     0.00%  main     libc.so.6              [.] 0x000000000009c0d4
     0.00%  main     libstdc++.so.6.0.28    [.] 0x00000000000ba1e4
     0.00%  main     libc.so.6              [.] 0x000000000008eb1c
     0.00%  main     main                   [.] std::__detail::_Hash_node_value_base<std::pair<int const, int> >::_Hash_node_value_base
     0.00%  main     libc.so.6              [.] 0x000000000008eb38
     0.00%  main     main                   [.] std::allocator_traits<std::allocator<int> >::deallocate
     0.00%  main     main                   [.] std::forward<std::tuple<> >
     0.00%  main     main                   [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::begin@plt
     0.00%  main     main                   [.] std::addressof<std::__detail::_Hash_node<std::pair<int const, int>, false> >
     0.00%  main     libc.so.6              [.] 0x000000000009c0d8
     0.00%  main     libc.so.6              [.] 0x000000000008eb50
     0.00%  main     libc.so.6              [.] 0x0000000000090ce4
     0.00%  main     libc.so.6              [.] 0x000000000008fa5c
     0.00%  main     main                   [.] segment::order
     0.00%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create
     0.00%  main     main                   [.] std::_Head_base<0ul, int const&, false>::_Head_base
     0.00%  main     main                   [.] std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base
     0.00%  main     libc.so.6              [.] 0x000000000009dca4
     0.00%  main     libc.so.6              [.] 0x000000000009e208
     0.00%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_base_alloc
     0.00%  main     main                   [.] std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>::~pair
     0.00%  main     libstdc++.so.6.0.28    [.] std::ostream::put
     0.00%  main     libc.so.6              [.] 0x0000000000090dc0
     0.00%  main     libc.so.6              [.] 0x000000000008facc
     0.00%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create@plt
     0.00%  main     main                   [.] operator delete@plt
     0.00%  main     main                   [.] __gnu_cxx::__normal_iterator<PT*, std::vector<PT, std::allocator<PT> > >::operator--
     0.00%  main     main                   [.] std::_Head_base<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, false>::_Head_base
     0.00%  main     main                   [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_uses_single_bucket
     0.00%  main     main                   [.] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count
     0.00%  main     libc.so.6              [.] 0x000000000008eb6c
     0.00%  main     main                   [.] PriorityQueue::init
     0.00%  main     main                   [.] std::forward<std::tuple<int const&> >
     0.00%  main     libc.so.6              [.] 0x0000000000090a38
     0.00%  main     libc.so.6              [.] 0x0000000000091080
     0.00%  main     libstdc++.so.6.0.28    [.] std::locale::locale
     0.00%  main     libstdc++.so.6.0.28    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str
